iter	RMSE
0	0.09545245861
1	0.08131724796
2	0.07157858916
3	0.06447787875
4	0.05889487658
5	0.05574315455
6	0.05302634296
7	0.050717298
8	0.04929025447
9	0.04728894812
10	0.04642378492
11	0.04534342614
12	0.04434615059
13	0.04353840986
14	0.0429401309
15	0.04239581234
16	0.04196529873
17	0.04136117006
18	0.04099445616
19	0.04043631006
20	0.03942803184
21	0.03897734666
22	0.03874572292
23	0.03851857281
24	0.03812688504
25	0.03743080655
26	0.03730548611
27	0.03663187928
28	0.03639455501
29	0.03588658797
30	0.03511347435
31	0.03452755531
32	0.03440282324
33	0.03393633771
34	0.03363686127
35	0.03337763882
36	0.03311119636
37	0.03258401404
38	0.03243433655
39	0.03210204745
40	0.03189871689
41	0.03177828874
42	0.03141938562
43	0.03123623252
44	0.03106910839
45	0.03072976355
46	0.03063669963
47	0.03050542829
48	0.03045364496
49	0.03030870654
50	0.03020649315
51	0.02992635364
52	0.02958649292
53	0.02930109466
54	0.02903396866
55	0.02883987953
56	0.02865694092
57	0.02843218638
58	0.02826738713
59	0.02810240339
60	0.02791400646
61	0.02779240864
62	0.02767033844
63	0.02746492436
64	0.02741833773
65	0.02718615771
66	0.02694334439
67	0.02685928042
68	0.02676740755
69	0.02673289279
70	0.02658099106
71	0.02636502165
72	0.02631061454
73	0.02625192524
74	0.02620555637
75	0.02603605631
76	0.02587398268
77	0.02576199199
78	0.0256627447
79	0.02559636479
80	0.02546898954
81	0.02543366423
82	0.0253196994
83	0.02516185427
84	0.02514384298
85	0.025106696
86	0.02504125537
87	0.02489160892
88	0.0248415489
89	0.02481005457
90	0.02470789711
91	0.02453998526
92	0.02443315955
93	0.02434485944
94	0.0242981784
95	0.02417783129
96	0.02407373885
97	0.02399358462
98	0.02386445943
99	0.0238245522
100	0.02370197231
101	0.02368222593
102	0.02359186639
103	0.0235003808
104	0.02345861366
105	0.02341210249
106	0.02338225818
107	0.02328338375
108	0.02326495182
109	0.02316995423
110	0.02306169891
111	0.02295288032
112	0.02292582151
113	0.02290161648
114	0.02281690112
115	0.02274758249
116	0.022660188
117	0.02255837701
118	0.02251652378
119	0.02245211106
120	0.02238704606
121	0.02236429809
122	0.02230291402
123	0.02222072564
124	0.02213629092
125	0.02204971888
126	0.02200771914
127	0.02196676133
128	0.02194007891
129	0.02191925455
130	0.02186193048
131	0.0218051339
132	0.02176840088
133	0.02170062285
134	0.02156521155
135	0.02154803309
136	0.02153104358
137	0.02146260542
138	0.02144324267
139	0.02139470637
140	0.02131202315
141	0.02124552611
142	0.02118404032
143	0.02114960028
144	0.02107365059
145	0.02104174702
146	0.02096511413
147	0.02090698208
148	0.02089134022
149	0.02084297038
150	0.02075864213
151	0.02071453426
152	0.02070517441
153	0.02065423579
154	0.0205721271
155	0.02050281264
156	0.02046802398
157	0.02042538548
158	0.02038544786
159	0.02032610471
160	0.02026505962
161	0.02022317507
162	0.02019863583
163	0.02015342266
164	0.0201199262
165	0.0200522567
166	0.01999345282
167	0.01995621722
168	0.01992812656
169	0.0199094525
170	0.01988490368
171	0.01985661102
172	0.01979766361
173	0.01974532486
174	0.01969836247
175	0.01966381407
176	0.01964664622
177	0.01958413804
178	0.0195296218
179	0.01947909569
180	0.01947013922
181	0.01943528439
182	0.0193896286
183	0.01938181622
184	0.01936833473
185	0.01933985949
186	0.01930033516
187	0.01927036949
188	0.01923975491
189	0.01923491122
190	0.01921210215
191	0.01914212673
192	0.01907913236
193	0.01903215345
194	0.01899531517
195	0.0189313904
196	0.01888767417
197	0.0188489822
198	0.01879501671
199	0.01877180885
200	0.01873185801
201	0.01869362364
202	0.01864093623
203	0.01860424873
204	0.01855416362
205	0.01851224325
206	0.01849090888
207	0.01842869215
208	0.01838363937
209	0.0183638524
210	0.01833756588
211	0.01832260357
212	0.01831336983
213	0.01827935391
214	0.01822549361
215	0.01819657926
216	0.01815631027
217	0.01812229386
218	0.01809406809
219	0.01807803528
220	0.01806542312
221	0.01803984642
222	0.01800470644
223	0.01799360517
224	0.01795340408
225	0.01793518785
226	0.01790812846
227	0.01787424657
228	0.01785293371
229	0.01784186601
230	0.01781038014
231	0.01776932097
232	0.01775453646
233	0.01772545297
234	0.01768805801
235	0.01764240696
236	0.01763056369
237	0.01760301876
238	0.01759650215
239	0.01758945199
240	0.01755659977
241	0.01752424231
242	0.01751589549
243	0.01749416654
244	0.01745279413
245	0.01742845827
246	0.01741814432
247	0.0174143008
248	0.01740018646
249	0.01738051038
250	0.01735388807
251	0.0173460099
252	0.01731380188
253	0.01730625435
254	0.01726985723
255	0.01725355118
256	0.01720806498
257	0.01719491411
258	0.01715871918
259	0.01714731877
260	0.01712323048
261	0.01709574978
262	0.01707885831
263	0.01704934992
264	0.01700618988
265	0.01698921073
266	0.01698616089
267	0.01695970633
268	0.01694491748
269	0.01692514486
270	0.01685979982
271	0.01681841446
272	0.01679902914
273	0.01676294599
274	0.01675109466
275	0.0167396699
276	0.0167206269
277	0.01670221031
278	0.01668574947
279	0.01668191649
280	0.01665616836
281	0.01663018555
282	0.016618548
283	0.01660442456
284	0.01660200278
285	0.0165913081
286	0.01657051949
287	0.0165491617
288	0.01652893816
289	0.01651076189
290	0.01647068253
291	0.01643543922
292	0.01642661146
293	0.01640983524
294	0.01639297758
295	0.01637349963
296	0.01635485885
297	0.01633625448
298	0.0163172954
299	0.01630572312
300	0.01628550424
301	0.01627561649
302	0.01627309523
303	0.01625804911
304	0.01623979623
305	0.01623675345
306	0.0161898849
307	0.01615260046
308	0.01613783183
309	0.0161000708
310	0.01607688279
311	0.01606137731
312	0.0160390092
313	0.0160187846
314	0.01600274707
315	0.0159790449
316	0.01596463426
317	0.01595627821
318	0.0159265667
319	0.01589621776
320	0.01586166031
321	0.01584495681
322	0.0158353923
323	0.01582104448
324	0.01581138428
325	0.01580715599
326	0.01579470309
327	0.01578847897
328	0.01578013736
329	0.01575192217
330	0.01573559741
331	0.0157201915
332	0.01571294312
333	0.01568871346
334	0.01567741269
335	0.01566033081
336	0.01563282042
337	0.01562216161
338	0.01560875566
339	0.01560116186
340	0.01559406057
341	0.01558149881
342	0.01557697522
343	0.01554126797
344	0.01553644779
345	0.0155303869
346	0.01552655196
347	0.01552555936
348	0.01550528785
349	0.01550156388
350	0.01549344896
351	0.01545930958
352	0.01543060634
353	0.01542583239
354	0.01540578606
355	0.01539528035
356	0.01539124262
357	0.01538206382
358	0.01536660473
359	0.01536411326
360	0.01535216882
361	0.01533505452
362	0.01532794571
363	0.01532044846
364	0.01531429985
365	0.01530330057
366	0.01528710457
367	0.0152673481
